250.0000	-0.212496	307.305
249.9000	-0.225629	307.388
249.8000	-0.249644	307.471
249.7000	-0.246141	307.552
249.6000	-0.243302	307.631
249.5000	-0.24047	307.712
249.4000	-0.232403	307.793
249.3000	-0.227959	307.872
249.2000	-0.227166	307.953
249.1000	-0.218094	308.034
249.0000	-0.219191	308.114
248.9000	-0.219402	308.195
248.8000	-0.203671	308.278
248.7000	-0.180626	308.358
248.6000	-0.169418	308.441
248.5000	-0.167919	308.527
248.4000	-0.152706	308.611
248.3000	-0.169735	308.692
248.2000	-0.151614	308.773
248.1000	-0.123666	308.854
248.0000	-0.126962	308.938
247.9000	-0.132664	309.018
247.8000	-0.121416	309.101
247.7000	-0.128638	309.181
247.6000	-0.124071	309.262
247.5000	-0.113346	309.343
247.4000	-0.120579	309.426
247.3000	-0.127847	309.51
247.2000	-0.121767	309.594
247.1000	-0.116473	309.676
247.0000	-0.116791	309.76
246.9000	-0.118777	309.845
246.8000	-0.11173	309.93
246.7000	-0.102236	310.016
246.6000	-0.100598	310.103
246.5000	-0.0992447	310.197
246.4000	-0.117377	310.29
246.3000	-0.128722	310.383
246.2000	-0.131255	310.477
246.1000	-0.130805	310.575
246.0000	-0.130567	310.675
245.9000	-0.135809	310.774
245.8000	-0.144961	310.874
245.7000	-0.148441	310.971
245.6000	-0.152708	311.066
245.5000	-0.177368	311.162
245.4000	-0.201996	311.261
245.3000	-0.192902	311.357
245.2000	-0.213386	311.449
245.1000	-0.228051	311.546
245.0000	-0.221272	311.643
244.9000	-0.227975	311.738
244.8000	-0.227759	311.83
244.7000	-0.230246	311.924
244.6000	-0.22587	312.017
244.5000	-0.212343	312.112
244.4000	-0.207926	312.207
244.3000	-0.22491	312.301
244.2000	-0.229319	312.398
244.1000	-0.238095	312.491
244.0000	-0.258178	312.585
243.9000	-0.255728	312.683
243.8000	-0.251119	312.783
243.7000	-0.254442	312.883
243.6000	-0.266811	312.987
243.5000	-0.251897	313.089
243.4000	-0.255607	313.188
243.3000	-0.265064	313.292
243.2000	-0.262852	313.397
243.1000	-0.267085	313.501
243.0000	-0.255025	313.607
242.9000	-0.249105	313.714
242.8000	-0.25699	313.82
242.7000	-0.270445	313.926
242.6000	-0.288498	314.031
242.5000	-0.321622	314.14
242.4000	-0.319574	314.255
242.3000	-0.31384	314.367
242.2000	-0.305747	314.478
242.1000	-0.29985	314.588
242.0000	-0.306909	314.699
241.9000	-0.30953	314.812
241.8000	-0.32249	314.928
241.7000	-0.301031	315.044
241.6000	-0.308684	315.156
241.5000	-0.308349	315.27
241.4000	-0.311752	315.388
241.3000	-0.324571	315.508
241.2000	-0.336998	315.629
241.1000	-0.341018	315.751
241.0000	-0.343441	315.874
240.9000	-0.323022	316.002
240.8000	-0.30838	316.128
240.7000	-0.335534	316.254
240.6000	-0.365259	316.384
240.5000	-0.397462	316.514
240.4000	-0.419823	316.647
240.3000	-0.413557	316.782
240.2000	-0.417138	316.916
240.1000	-0.43323	317.05
240.0000	-0.453006	317.189
239.9000	-0.451365	317.333
239.8000	-0.464051	317.479
239.7000	-0.482689	317.622
239.6000	-0.528426	317.769
239.5000	-0.548542	317.918
239.4000	-0.554853	318.069
239.3000	-0.557859	318.223
239.2000	-0.584624	318.375
239.1000	-0.616846	318.531
239.0000	-0.612107	318.688
238.9000	-0.59451	318.847
238.8000	-0.5973	319.009
238.7000	-0.615112	319.17
238.6000	-0.623549	319.336
238.5000	-0.649008	319.505
238.4000	-0.664414	319.674
238.3000	-0.699908	319.844
238.2000	-0.716841	320.015
238.1000	-0.712852	320.19
238.0000	-0.693443	320.365
237.9000	-0.666359	320.542
237.8000	-0.659303	320.724
237.7000	-0.67989	320.905
237.6000	-0.726872	321.091
237.5000	-0.702761	321.28
237.4000	-0.684217	321.468
237.3000	-0.699807	321.66
237.2000	-0.714156	321.856
237.1000	-0.726371	322.056
237.0000	-0.748878	322.252
236.9000	-0.763365	322.45
236.8000	-0.752354	322.655
236.7000	-0.751054	322.864
236.6000	-0.739391	323.075
236.5000	-0.746927	323.283
236.4000	-0.769045	323.497
236.3000	-0.78035	323.714
236.2000	-0.82028	323.933
236.1000	-0.864472	324.15
236.0000	-0.872367	324.372
235.9000	-0.862574	324.592
235.8000	-0.915888	324.816
235.7000	-0.957694	325.042
235.6000	-0.997302	325.27
235.5000	-1.06492	325.501
235.4000	-1.11257	325.733
235.3000	-1.1548	325.97
235.2000	-1.2108	326.209
235.1000	-1.28551	326.45
235.0000	-1.31456	326.691
234.9000	-1.34093	326.939
234.8000	-1.37261	327.191
234.7000	-1.42512	327.438
234.6000	-1.48978	327.69
234.5000	-1.53905	327.949
234.4000	-1.59755	328.209
234.3000	-1.64854	328.471
234.2000	-1.66997	328.741
234.1000	-1.67216	329.012
234.0000	-1.67516	329.286
233.9000	-1.6633	329.563
233.8000	-1.65352	329.842
233.7000	-1.63836	330.127
233.6000	-1.65077	330.415
233.5000	-1.64056	330.702
233.4000	-1.66401	330.99
233.3000	-1.71222	331.286
233.2000	-1.74102	331.582
233.1000	-1.74678	331.882
233.0000	-1.7452	332.188
232.9000	-1.72435	332.495
232.8000	-1.70728	332.801
232.7000	-1.6901	333.114
232.6000	-1.7241	333.426
232.5000	-1.78799	333.741
232.4000	-1.84258	334.062
232.3000	-1.88181	334.385
232.2000	-1.9131	334.705
232.1000	-1.93379	335.033
232.0000	-1.98148	335.364
231.9000	-2.02913	335.697
231.8000	-2.06024	336.036
231.7000	-2.03855	336.378
231.6000	-2.05665	336.724
231.5000	-2.1085	337.07
231.4000	-2.15161	337.418
231.3000	-2.19877	337.769
231.2000	-2.27615	338.123
231.1000	-2.33075	338.482
231.0000	-2.37031	338.844
230.9000	-2.37891	339.209
230.8000	-2.38343	339.576
230.7000	-2.39103	339.946
230.6000	-2.42328	340.319
230.5000	-2.48013	340.691
230.4000	-2.51225	341.063
230.3000	-2.50839	341.434
230.2000	-2.52087	341.808
230.1000	-2.57189	342.18
230.0000	-2.60399	342.555
229.9000	-2.64816	342.928
229.8000	-2.67901	343.303
229.7000	-2.74945	343.682
229.6000	-2.77681	344.063
229.5000	-2.77583	344.446
229.4000	-2.76533	344.833
229.3000	-2.76708	345.222
229.2000	-2.78535	345.615
229.1000	-2.82529	346.01
229.0000	-2.8529	346.413
228.9000	-2.87284	346.821
228.8000	-2.91246	347.237
228.7000	-2.98025	347.658
228.6000	-3.06571	348.085
228.5000	-3.10429	348.517
228.4000	-3.11039	348.954
228.3000	-3.13753	349.394
228.2000	-3.18453	349.841
228.1000	-3.20246	350.295
228.0000	-3.19072	350.752
227.9000	-3.22003	351.209
227.8000	-3.24149	351.67
227.7000	-3.3127	352.133
227.6000	-3.36169	352.6
227.5000	-3.4022	353.064
227.4000	-3.42477	353.53
227.3000	-3.45861	353.996
227.2000	-3.47716	354.467
227.1000	-3.45377	354.936
227.0000	-3.45189	355.404
226.9000	-3.43599	355.871
226.8000	-3.43916	356.34
226.7000	-3.4872	356.808
226.6000	-3.51917	357.28
226.5000	-3.53014	357.75
226.4000	-3.58472	358.219
226.3000	-3.64358	358.688
226.2000	-3.7044	359.16
226.1000	-3.75831	359.632
226.0000	-3.79821	360.103
225.9000	-3.83731	360.573
225.8000	-3.84273	361.05
225.7000	-3.90453	361.528
225.6000	-3.93619	362.008
225.5000	-3.97615	362.482
225.4000	-4.01203	362.959
225.3000	-4.03592	363.439
225.2000	-4.08316	363.922
225.1000	-4.12989	364.404
225.0000	-4.15623	364.887
224.9000	-4.19325	365.37
224.8000	-4.22367	365.854
224.7000	-4.2395	366.341
224.6000	-4.23388	366.831
224.5000	-4.23925	367.318
224.4000	-4.24679	367.806
224.3000	-4.22521	368.296
224.2000	-4.20957	368.789
224.1000	-4.2193	369.278
